Collection Pillar,Recommendation,Sell Priority,Museum Score,Investment Score,Liquidity Score,Duplicate,Duplicate Count,Upgrade Candidate,Needs Grading,Needs Photo,Needs Verification,Verification Notes,Series,Issue Full,Issue,Issue Ext,Title,Edition / Variant,Publisher,Series Group,Age,Release Date,Cover Date,Publication Date,Barcode,Quantity,Location,Current Price,Cover Price,Purchase Price,Purchase Date,Is Key Comic,Key Comic Reason,Key Categories,Story Arc,Crossover,Genres,Slab Status,Grade Rating,Assumed Grade,Signees,Tags,Cover Image URL,CLZ Hash,BP Comic ID,BP Series ID,Added Date,Modified Date,Format,Collection Status,Collection,Read It,Country,Language,Value Locked,Raw XML Index
First Appearances,Museum Candidate,Low,75,75,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified",Thor: God of Thunder,19.NOW-A,19,.NOW-A,Part One,Esad Ribic Regular Cover,Marvel Comics,Thor,Modern,"Feb 12, 2014",Apr 2014,Apr 2014,75960607913101911,1,"Thor, Unity, Venom, WW",60.0,3.99,0.0,,Minor,1st app. of Dario Agger,1st appearance,The Last Days of Midgard,,Action; Adventure; Fantasy; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1d/1d_355385_0_PartOne.jpg,157ab0c4d7964daea590fc5e9fd2b6c9,355385,47240,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1875
First Appearances,Museum Candidate,Low,85,75,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified",The Irredeemable Ant-Man,1,1,,The Irredeemable Ant-Man,,Marvel Comics,,Modern,"Oct 04, 2006",Dec 2006,Dec 2006,75960605811200111,1,High Value Bin,50.0,2.99,0.0,,Major,"1st app. of 4th Ant-man, Eric O'Grady",1st appearance,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/dc/dc_135679_0_TheIrredeemableAntMan1TheIrred.jpg,51207fecb3b04ad69b6ec3d7a9f5ae2e,135679,12920,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1909
First Appearances,Museum Candidate,Low,78,67,75,No,1,Yes,No,No,Yes,"Assumed NM, not verified","Nova, Vol. 5",1A,1,A,,Ed McGuinness Regular Cover,Marvel Comics,Nova,Modern,"Feb 20, 2013",Apr 2013,Apr 2013,75960607829500111,1,High Value Bin,30.0,3.99,0.0,,Minor,"1st solo title feat. Nova, Sam Alexander",First/Last/Nth issue,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/83/83_325360_0_.jpg,f532074d0cae4fff804b842cfe9bf035,325360,48387,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2089
First Appearances,Investment Hold / Review,Low,70,65,60,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price","Nova, Vol. 5",1C,1,C,,Skottie Young Baby Variant Cover,Marvel Comics,Nova,Modern,"Feb 20, 2013",Apr 2013,Apr 2013,75960607829500131,1,,0.0,3.99,3.99,,Minor,"1st solo title feat. Nova, Sam Alexander",First/Last/Nth issue,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/02/02_331048_0_NovaVol51C.jpg,6bb54212d6f045dbac87dbbeb456673d,331048,48387,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2091
Sci-Fi,Museum Candidate,Low,100,90,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified","Nova, Vol. 1",4,4,,Nova Against the Mighty Thor,,Marvel Comics,Nova,Bronze,Dec 1976,Dec 1976,Dec 1976,0714860235212,1,High Value Bin,70.0,0.3,0.0,,Minor,1st app. and origin of Corruptor,1st appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/44/44_77097_0_NovaVol14NovaAgainsttheMightyT.jpg,0c51013521254f89b6619d65eb2674aa,77097,6605,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2113
Bronze & Silver Age Keys,Museum Candidate,Low,100,90,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified","Nova, Vol. 1",25,25,,World War 1 Continues: Invasion Of The Body Changers,,Marvel Comics,Nova,Bronze,May 1979,May 1979,May 1979,07148602352405,1,High Value Bin,70.0,0.4,0.0,,Minor,Final issue,First/Last/Nth issue,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4c/4c_77095_0_WorldWar1ContinuesInvasionOfTh.jpg,4629e0283d2e4403b0358cdc58062074,77095,6605,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2114
Sci-Fi,Inventory Review,Low,70,55,60,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified; Key with zero current price","Nova, Vol. 4",8,8,,Part One,,Marvel Comics,Nova,Modern,Jan 2008,Jan 2008,Jan 2008,75960606064100811,1,High Value Bin,0.0,2.99,2.99,,Major,"1st app. of Cosmo,  1st app. of Knowhere",1st appearance,Knowhere,Annihilation: Conquest,Action; Adventure; Science Fiction; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/12/12_166384_0_PartOne.jpg,fb34560061d6422fb2fd8efdd1505682,166384,14836,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2152
Sci-Fi,Museum Candidate,Low,75,85,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified","Guardians of the Galaxy, Vol. 3",5E,5,E,,Milo Manara Variant Cover,Marvel Comics,Guardians of the Galaxy,Modern,"Jul 31, 2013",Sep 2013,Sep 2013,75960607830100551,1,20,50.0,3.99,0.0,,Major,1st full app. of Angela in the Marvel Universe,1st full appearance,,,Action; Adventure; Science Fiction; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/36/36_335075_0_GuardiansoftheGalaxyVol35E.jpg,e1e98eeeccaa4ca8a24cf1b776159600,335075,48386,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2201
First Appearances,Museum Candidate,Low,85,75,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified",DMZ,1A,1,A,Part 1,,DC Comics,DMZ,Modern,"Nov 16, 2005",Jan 2006,Jan 2006,76194124961200111,1,High Value Bin,65.0,2.99,0.0,,Minor,1st app. of Matthew Roth and Zee,1st appearance,On the Ground,,Action; Adventure; Drama; Mature; War,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/19/19_133965_0_OnTheGroundPart1.jpg,4b52a1741f28417492373782f4e40c75,133965,2967,2021-05-30,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2223
First Appearances,Investment Hold / Review,Low,70,65,60,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price","Heroes Reborn, Vol. 1",1C,1,C,,Variant Stanley Artgerm Lau Cover,Marvel Comics,,Modern,"May 05, 2021",,,75960620075700131,1,21,0.0,5.99,5.99,,Minor,1st team app. of the Squadron Supreme of America,1st team appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d7/d7_748370_0_HeroesRebornVol11C.jpg,3b86bdc1a3394b05864aaefd064f78e1,748370,113178,2021-06-12,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2316
Batman,Museum Candidate,Low,78,77,90,No,1,Yes,No,No,Yes,"Assumed NM, not verified","The Joker, Vol. 2",1C,1,C,,Francesco Mattina Variant Cover,DC Comics,,Modern,"Mar 09, 2021",May 2021,May 2021,76194137222800131,1,8,28.0,4.99,0.0,,Minor,Premiere issue of the 2nd Joker title series,First/Last/Nth issue,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/56/56_737269_0_TheJokerVol21C.jpg,833e2fca30a94414b7beea472e012741,737269,111104,2021-06-12,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2319
Batman,Museum Candidate,Low,88,77,80,No,1,Yes,No,No,Yes,"Assumed NM, not verified","Harley Quinn, Vol. 4",1B,1,B,,Derrick Chew Cardstock Variant,DC Comics,,Modern,"Mar 23, 2021",,,76194137281500121,1,High Value Bin,24.0,4.99,0.0,,Minor,1st app. of Kevin,1st appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5a/5a_737274_0_HarleyQuinnVol41B.jpg,4d7f3a5eaacb4b45bb11be50913a205c,737274,111105,2021-06-12,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2322
Spider-Man,Museum Candidate,Low,78,67,90,No,1,Yes,No,No,Yes,"Assumed NM, not verified","The Amazing Spider-Man, Vol. 5",1A,1,A,Part 1,Ryan Ottley Regular Cover,Marvel Comics,Spider-Man,Modern,"Jul 11, 2018",Sep 2018,Sep 2018,75960608936900,1,High Value Bin,34.0,5.99,0.0,,Minor,1st app. of Kindred,1st appearance,Back To Basics,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/89/89_566633_0_Part1.jpg,897236d045c44e02b17c0b47da2cb302,566633,83428,2021-06-27,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2385
Spider-Man,Investment Hold / Review,Low,70,65,90,No,1,Yes,No,No,Yes,"Assumed NM, not verified","Spider-Gwen, Vol. 2",25D,25,D,Part Two,Variant Khary Randolph Lenticular Homage Cover,Marvel Comics,Spider-Gwen,Modern,"Oct 18, 2017",Dec 2017,Dec 2017,75960608313802541,1,High Value Bin,55.0,3.99,0.0,,Minor,2nd app. of Gwenom,2nd appearance,Gwenom,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/34/34_502940_0_SpiderGwenVol225D.jpg,4b113d21058140c2bcd3d295c487bf56,502940,64177,2021-06-27,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2390
Good Girl / Risqué Covers,Inventory Review,Low,73,57,65,No,1,Yes,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 5",750H,750,H,Part One / Beer Run / Why You? / Flash Of All Worlds! / At The Starting Line / Flash Forward: Epilogue / Pinups,Jim Lee Variant Cover,DC Comics,Flash,Modern,"Mar 04, 2020",May 2020,May 2020,76194134184275081,1,,24.0,7.99,0.0,,Minor,Iris West becomes the Flash in an alternate reality,Story event,The Flash Age,,Action; Adventure; Anthology; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/a7/a7_652429_0_FlashVol5750H.jpg,a542f86698774c04963b074cb041dbc3,652429,69148,2021-06-28,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2455
Sci-Fi,Museum Candidate,Low,75,75,75,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified","Star Wars: Darth Vader, Vol. 1",1A,1,A,Book I,Regular Adi Granov Cover,Marvel Comics,Star Wars,Modern,"Feb 11, 2015",Apr 2015,Apr 2015,75960608124000111,1,,50.0,4.99,0.0,,Major,1st app. of Black Krrsantan,1st appearance,Vader,,Action; Adventure; Science Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/f9/f9_392079_0_BookIVader.jpg,33f1bfff813f4342bd4c9fb6118f464f,392079,59552,2021-06-28,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2481
First Appearances,Museum Candidate,Low,78,67,65,No,1,Yes,No,No,Yes,"Assumed NM, not verified",Gwen Stacy,1A,1,A,,Regular Adam Hughes Cover,Marvel Comics,,Modern,"Feb 12, 2020",Apr 2020,Apr 2020,75960609819400111,1,,22.0,4.99,0.0,,Minor,1st team app. of the A-Gwen-Gers,1st team appearance,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5f/5f_652581_0_.jpg,1b95a767d0cd47d4964f45c74a676a55,652581,95665,2021-06-28,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2488
Sci-Fi,Museum Candidate,Low,75,75,63,No,1,Yes,Yes,No,Yes,"Assumed NM, not verified",Spawn,2A,2,A,Part 2,Direct Edition,Image Comics,Spawn,Modern,Jun 1992,Jun 1992,Jun 1992,750998240052302,1,,65.0,1.95,0.0,,Major,1st app. of Violator,1st appearance,Questions,,Action; Adventure; Crime; Fantasy; Horror; Science Fiction; Super-Heroes; Thriller,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/46/46_110871_0_Part2.jpg,e45f9d5d97754fef9f4386cb731846c2,110871,9627,2021-06-28,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2502
Spider-Man,Investment Hold / Review,Low,70,65,80,No,1,Yes,No,No,Yes,"Assumed NM, not verified","Friendly Neighborhood Spider-Man, Vol. 2",1C,1,C,Part One,Variant Stanley Artgerm Lau Cover,Marvel Comics,,Modern,"Jan 09, 2019",Mar 2019,Mar 2019,75960609263500131,1,,9.0,3.99,0.0,,Minor,1st app. of Marnie,1st appearance,Mother of Exiles,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b6/b6_594491_0_FriendlyNeighborhoodSpiderManV.jpg,1a05fa94ba2c40549d9db489ffeae694,594491,87293,2021-06-28,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2515
First Appearances,Inventory Review,Low,70,45,40,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price",Something is Killing the Children,16AR,16,AR,,Frankies Comics Exlcusive Jeehyung Lee Trade Set Cover A,Boom! Studios,,Modern,"May 26, 2021",2021,2021,84428400737516341,1,,0.0,3.99,3.99,,Minor,"Origin of Erica Slaughter, 1st full app. of Jessica Slaughter",1st full appearance,,,Horror,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5b/5b_770955_0_SomethingisKillingtheChildren1.jpg,27a28580a48542cd85e52719e73f8f6e,770955,91897,2021-06-30,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2517
Good Girl / Risqué Covers,Museum Candidate,Low,80,45,40,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Missing barcode; Key with zero current price",Something is Killing the Children,16AN,16,AN,,Frankies Comics Exlcusive Jeehyung Lee Foil Virgin Set Cover B,Boom! Studios,,Modern,"May 26, 2021",,,,1,,0.0,3.99,3.99,,Minor,"Origin of Erica Slaughter, 1st full app. of Jessica Slaughter",1st full appearance,,,Horror,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/31/31_770951_0_SomethingisKillingtheChildren1.jpg,5e2317d942a54410bf14d71cf690b583,770951,91897,2021-06-30,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2518
First Appearances,Investment Hold / Review,Low,70,65,60,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price",DC Festival of Heroes: The Asian Superhero Celebration,1B,1,B,,Variant Stanley Artgerm Lau Cover,DC Comics,,Modern,"May 11, 2021",,,76194137373700121,1,,0.0,9.99,9.99,,Minor,1st app. of the Monkey Prince,1st appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/84/84_748970_0_DCFestivalofHeroesTheAsianSupe.jpg,15e93d0ac76f43b2b362644707b05a32,748970,113258,2021-06-30,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2537
Sci-Fi,Museum Candidate,Low,75,75,75,No,1,Yes,Yes,No,No,,"Captain America, Vol. 7",25A,25,A,,Regular Stuart Immonen Cover,Marvel Comics,Captain America,Modern,"Oct 01, 2014",Dec 2014,Dec 2014,75960607904902511,1,,160.0,4.99,4.99,,Minor,1st app. of Sam Wilson as Captain America,1st appearance,,,Action; Adventure; Super-Heroes,Raw,9.4,9.4,,,https://clzcomics.r.sizr.io/core/covers/lg/0e/0e_378947_0_.jpg,97aee69ad1fd4b83ba1a5858b7687e55,378947,47241,2021-07-02,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,2546
Spider-Man,Investment Hold / Review,Low,70,65,75,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price",The Amazing Spider-Man / Venom: Death Spiral,1G,1,G,Part 1,Stonehouse Incentive Virgin Variant (1:50),Marvel Comics,,Modern,"Feb 25, 2026",Apr 2026,Apr 2026,75960621542300116,1,,0.0,5.99,0.0,,Minor,1st cameo app. Torment,1st/2nd/3rd cameo appearance,,Death Spiral,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/2d/2d_1189444_0_TheAmazingSpiderManVenomDeathS.jpg,d3cc54a485b24da7b88875317882f913,1189444,172172,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2668
Spider-Man,Investment Hold / Review,Low,70,65,75,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price",Spider-Gwen: Shadow Clones,1S,1,S,,Ariel Diaz Megacon Exclusive Virgin Variant,Marvel Comics,Spider-Gwen,Modern,"Mar 01, 2023",May 2023,May 2023,75960620536300137,1,,0.0,4.99,0.0,,Minor,1st app. Dr. Lyla Bennett,1st appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/51/51_965017_0_SpiderGwenShadowClones1S.jpg,315aa6983587495d89a38cf15263568b,965017,139278,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2683
Spider-Man,Investment Hold / Review,Low,70,65,75,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price","The Amazing Spider-Man, Vol. 6",6U,6,U,"Go Away, Peter Parker!; Better Late Than Never; Spidey Meets Jimmy; Save the Date",Ivan Tao Exclusive Virgin Variant,Marvel Comics,Spider-Man,Modern,"Jul 27, 2022",Sep 2022,Sep 2022,75960620200300624,1,,0.0,9.99,0.0,,Minor,1st app. Sinister-Adaptoid,1st appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5f/5f_890837_0_TheAmazingSpiderManVol66U.jpg,925323e9459144cbb68294fb3daddc03,890837,127436,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2695
First Appearances,Investment Hold / Review,Low,70,65,60,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price",Secret Wars (2015),1M,1,M,The End Times,J. Scott Campbell Exclusive Variant,Marvel Comics,Secret Wars,Modern,"May 06, 2015",Jul 2015,Jul 2015,75960608230800132,1,,0.0,4.99,0.0,,Minor,1st cameo app. God Emperor Doom,1st/2nd/3rd cameo appearance,,Secret Wars,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/16/16_410063_0_TheEndTimes.jpg,72c9009fd1ad4167b57090dddc06040c,410063,60369,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2698
First Appearances,Investment Hold / Review,Low,70,65,60,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price","Wonder Woman, Vol. 6",1B,1,B,,Stanley 'Artgerm' Lau Variant,DC Comics,Wonder Woman,Modern,"Oct 24, 2023",Nov 2023,Nov 2023,76194138162600121,1,,0.0,5.99,0.0,,Minor,2nd cameo app. The Sovereign,1st/2nd/3rd cameo appearance,Wonder Woman: Outlaw,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/88/88_990174_0_Part1.jpg,2aa91d3583fc4b4993ffc4b4bbd0df20,990174,146196,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2701
Batman,Investment Hold / Review,Low,70,65,75,No,1,Yes,No,No,Yes,"Assumed NM, not verified; Key with zero current price","Batman and Robin, Vol. 3",1H,1,H,,Artgerm Foil Variant,DC Comics,,Modern,"Sep 12, 2023",Nov 2023,Nov 2023,76194138050600122,1,,0.0,7.99,0.0,,Minor,1st cameo app. Shush,1st/2nd/3rd cameo appearance,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/8a/8a_997222_0_BatmanandRobinVol31H.jpg,ec7eb9191b1241589a0e997c28b584dc,997222,146197,2026-07-04,2026-07-04,Comic,In Collection,My comic collection,Yes,USA,English,No,2702
